time,CH1,CH2
   0.065000,  -0.400000,   3.520000
   0.065250,  -0.320000,   3.520000
   0.065500,  -0.240000,   3.520000
   0.065750,  -0.160000,   3.520000
   0.066000,  -0.120000,   3.520000
   0.066250,  -0.040000,   3.520000
   0.066500,   0.040000,   3.520000
   0.066750,   0.120000,   3.520000
   0.067000,   0.200000,   3.520000
   0.067250,   0.280000,   3.520000
   0.067500,   0.360000,   3.520000
   0.067750,   0.440000,   3.520000
   0.068000,   0.480000,   3.520000
   0.068250,   0.560000,   3.520000
   0.068500,   0.640000,   3.520000
   0.068750,   0.720000,   3.520000
   0.069000,   0.760000,   3.520000
   0.069250,   0.840000,   3.520000
   0.069500,   0.920000,   3.520000
   0.069750,   1.000000,   3.520000
   0.070000,   1.080000,   3.520000
   0.070250,   1.160000,   3.520000
   0.070500,   1.200000,   3.520000
   0.070750,   1.280000,   3.520000
   0.071000,   1.360000,   3.520000
   0.071250,   1.440000,   3.520000
   0.071500,   1.480000,   3.520000
   0.071750,   1.520000,   3.520000
   0.072000,   1.600000,   3.520000
   0.072250,   1.680000,   3.520000
   0.072500,   1.720000,   3.520000
   0.072750,   1.800000,   3.520000
   0.073000,   1.840000,   3.520000
   0.073250,   1.920000,   3.520000
   0.073500,   1.960000,   3.520000
   0.073750,   2.040000,   3.520000
   0.074000,   2.080000,   3.520000
   0.074250,   2.160000,   3.520000
   0.074500,   2.200000,   3.520000
   0.074750,   2.240000,   3.520000
   0.075000,   2.320000,   3.520000
   0.075250,   2.320000,   3.520000
   0.075500,   2.400000,   3.520000
   0.075750,   2.440000,   3.520000
   0.076000,   2.480000,   3.520000
   0.076250,   2.520000,   3.520000
   0.076500,   2.560000,   3.520000
   0.076750,   2.600000,   3.520000
   0.077000,   2.640000,   3.520000
   0.077250,   2.680000,   3.520000
   0.077500,   2.720000,   3.520000
   0.077750,   2.720000,   3.520000
   0.078000,   2.760000,   3.520000
   0.078250,   2.800000,   3.520000
   0.078500,   2.840000,   3.520000
   0.078750,   2.840000,   3.520000
